tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1968-2029,Dublin,Grass,32,A,1968-07-08,270,202866,NA,NA,Doug Smith,U,NA,AUS,NA,110196,NA,NA,Peter Ledbetter,U,NA,UNK,NA,6-1 7-5,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,271,126914,NA,NA,Louis Pretorius,R,NA,RSA,NA,209536,NA,NA,Maurice Pollock,U,NA,IRL,NA,6-1 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,272,209523,NA,NA,Cecil Pedlow,U,NA,IRL,NA,209535,NA,NA,John Mulvey,U,NA,IRL,NA,6-2 6-2,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,273,100084,NA,NA,Tom Okker,R,178,NED,24.3750855578,209534,NA,NA,Unknown Fearmon,U,NA,NA,NA,6-1 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,274,100132,NA,NA,Armistead Neely,R,NA,USA,21.3059548255,209533,NA,NA,Harry Sheridan,U,NA,IRL,NA,6-2 6-4,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,275,207073,NA,NA,John Mcgrath,NA,NA,IRL,NA,209532,NA,NA,B Kelly,U,NA,NA,NA,4-6 8-6 6-2,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,276,109783,NA,NA,Bob Howe,R,183,AUS,42.9295003422,125672,NA,NA,Kenneth Reid,U,NA,IRL,NA,6-0 9-7,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,277,109745,NA,NA,Lew Hoad,R,NA,AUS,33.6235455168,125716,NA,NA,James Buckley,U,NA,IRL,31.2306639288,6-1 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,278,201749,NA,NA,Graydon Garner,R,NA,RSA,NA,209531,NA,NA,Vivian Gotto,U,NA,IRL,NA,6-1 6-0,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,279,209525,NA,NA,Dennis Foley,U,NA,IRL,NA,110045,NA,NA,Peter Mockler,R,NA,IRL,NA,4-6 6-4 6-0,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,280,109813,NA,NA,Ken Fletcher,R,NA,AUS,28.0629705681,209530,NA,NA,Unknown Fitzsimmons,U,NA,NA,NA,6-3 6-3,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,281,100068,NA,NA,Herb Fitzgibbon,R,NA,USA,25.9849418207,209529,NA,NA,Gerry Waldron,U,NA,IRL,NA,6-3 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-2029,Dublin,Grass,32,A,1968-07-08,282,100061,NA,NA,Tom Edlefsen,R,188,USA,26.5708418891,209528,NA,NA,W Walsh,U,NA,NA,NA,6-1 6-2,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
