tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,1,100284,1,NA,Jimmy Connors,L,178,USA,24.3613963039,100376,NA,NA,Buster C Mottram,R,NA,GBR,21.7193702943,6-3 6-2,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,43,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,2,100055,NA,NA,Cliff Drysdale,R,188,RSA,35.6331279945,100084,NA,NA,Tom Okker,R,178,NED,32.8898015058,6-1 7-5,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,23,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,3,100272,NA,NA,Sandy Mayer,R,178,USA,24.772073922,100099,NA,NA,Thomaz Koch,L,NA,BRA,31.6741957563,6-2 6-2,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,58,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,4,100232,NA,NA,Eddie Dibbs,R,170,USA,25.8863791923,100174,3,NA,Manuel Orantes,L,178,ESP,27.9315537303,7-6(3) 1-6 6-1,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,4,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,5,100342,NA,NA,Vitas Gerulaitis,R,183,USA,22.4668035592,100286,4,NA,Harold Solomon,R,168,USA,24.3203285421,6-1 3-6 6-4,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,9,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,6,100121,NA,NA,Raymond Moore,R,183,RSA,30.3874058864,100461,NA,NA,Billy Martin,R,178,USA,20.0492813142,6-3 6-3,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,62,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,7,100452,NA,NA,Bill Scanlon,R,185,USA,20.1642710472,100428,NA,NA,Gene Mayer,R,183,USA,20.7556468172,6-1 6-7(6) 6-2,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,49,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,8,100119,2,NA,Ilie Nastase,R,183,ROU,30.4859685147,100280,NA,NA,Wojtek Fibak,R,183,POL,24.4435318275,6-3 6-2,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,14,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,9,100284,1,NA,Jimmy Connors,L,178,USA,24.3613963039,100055,NA,NA,Cliff Drysdale,R,188,RSA,35.6331279945,6-4 6-2,3,QF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,26,NA
1977-1506,Birmingham WCT,Carpet,16,A,1977-01-12,10,100232,NA,NA,Eddie Dibbs,R,170,USA,25.8863791923,100272,NA,NA,Sandy Mayer,R,178,USA,24.772073922,6-4 6-3,3,QF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,74,NA
